"logit_1_0";"X_INDEX";"Y_INDEX"
0;314500;4390500
0;205500;4778500
0;235500;4330500
0;170500;4734500
0;236500;4265500
0;338500;4053500
0;563500;4118500
0;95500;4806500
0;202500;4685500
0;200500;4805500
0;289500;4355500
0;399500;4464500
0;304500;4802500
0;206500;4774500
0;168500;4700500
0;240500;4796500
0;206500;4719500
0;349500;4797500
0;201500;4748500
0;161500;4338500
0;203500;4824500
0;390500;4469500
0;824500;4579500
0;983500;4716500
0;194500;4701500
0;305500;4766500
0;525500;4102500
0;505500;4623500
0;236500;4800500
0;912500;4698500
0;211500;4576500
0;313500;4816500
0;357500;4512500
0;413500;4781500
0;254500;4368500
0;247500;4797500
0;131500;4191500
0;288500;4780500
0;299500;4222500
0;205500;4785500
0;202500;4671500
0;1006500;4714500
0;259500;4784500
0;323500;4815500
0;206500;4762500
0;566500;4769500
0;276500;4416500
0;229500;4446500
0;57500;4720500
0;333500;4113500
0;273500;4753500
0;195500;4193500
0;588500;4798500
0;502500;4761500
0;196500;4685500
0;213500;4698500
0;322500;4323500
0;75500;4713500
0;260500;4394500
0;216500;4563500
0;207500;4796500
0;192500;4778500
0;266500;4772500
0;298500;4784500
0;916500;4658500
0;229500;4175500
0;347500;4239500
0;391500;4329500
0;260500;4741500
0;58500;4721500
0;214500;4774500
0;166500;4254500
0;249500;4049500
0;128500;4664500
0;343500;4054500
0;392500;4329500
0;382500;4802500
0;244500;4791500
0;446500;4349500
0;159500;4170500
0;144500;4179500
0;333500;4802500
0;138500;4655500
0;195500;4199500
0;218500;4801500
0;303500;4800500
0;303500;4233500
0;235500;4672500
0;231500;4615500
0;270500;4177500
0;305500;4393500
0;43500;4700500
0;502500;4722500
0;436500;4511500
0;211500;4661500
0;452500;4236500
0;591500;4778500
0;761500;4287500
0;246500;4825500
0;263500;4799500
0;198500;4787500
0;555500;4743500
0;850500;4649500
0;278500;4422500
0;292500;4448500
0;325500;4805500
0;319500;4047500
0;202500;4318500
0;204500;4759500
0;245500;4815500
0;334500;4384500
0;285500;4823500
0;294500;4367500
0;178500;4812500
0;221500;4784500
0;319500;4748500
0;265500;4781500
0;361500;4467500
0;205500;4663500
0;198500;4688500
0;304500;4810500
0;233500;4738500
0;227500;4754500
0;202500;4325500
0;388500;4465500
0;200500;4469500
0;436500;4776500
0;11500;4736500
0;256500;4763500
0;359500;4437500
0;434500;4771500
0;553500;4248500
0;431500;4766500
0;319500;4253500
0;334500;4468500
0;-3500;4775500
0;142500;4727500
0;451500;4780500
0;220500;4804500
0;434500;4800500
0;267500;4448500
0;222500;4782500
0;307500;4803500
0;282500;4793500
0;824500;4702500
0;526500;4091500
0;152500;4725500
0;282500;4770500
0;212500;4696500
0;270500;4787500
0;453500;4785500
0;159500;4705500
0;566500;4515500
0;457500;4743500
0;219500;4796500
0;238500;4442500
0;203500;4780500
0;207500;4720500
0;325500;4752500
0;508500;4805500
0;572500;4784500
0;173500;4663500
0;344500;4291500
0;273500;4795500
0;692500;4383500
0;305500;4810500
0;213500;4777500
0;415500;4485500
0;190500;4436500
0;367500;4497500
0;185500;4765500
0;630500;4709500
0;230500;4808500
0;312500;4802500
0;207500;4316500
0;281500;4823500
0;254500;4386500
0;501500;4801500
0;240500;4695500
0;438500;4754500
0;198500;4777500
